Level,density,LeniencyMetric,LevelSlopeMetric,LinearityMetric,Patterndensity,patternvariation
LaunchpadFixedLevel_1,0.10101010101010101,0.7538546255506607,-0.015111915389290421,0.21982126125439308,0.075303116,0.09711818
LaunchpadFixedLevel_10,0.12556053811659193,0.7176453488372093,0.007828610610117468,0.05076193099300878,0.088319088,0.083529628
LaunchpadFixedLevel_100,0.06403940886699508,0.8503068181818182,-0.014655863732638543,0.13559862882824206,0.090208689,0.249417908
LaunchpadFixedLevel_1000,0.12083333333333333,0.6826590106007067,0.008653670512726305,0.08671480112181303,0.144925674,0.155265272
LaunchpadFixedLevel_101,0.12376237623762376,0.7384716157205241,-0.025552950462150167,0.3860100118688646,0.060359769,0.063529576
LaunchpadFixedLevel_102,0.09545454545454546,0.7696963562753036,0.00343154836351498,0.03241693674129325,0.089512638,0.113773862
LaunchpadFixedLevel_103,0.046511627906976744,0.8605376344086022,-0.015026635354212932,0.3362001373082145,0.065701989,0.167568507
LaunchpadFixedLevel_104,0.0593607305936073,0.8604555084745763,-0.08678502603407473,0.9311790198521881,0.027582983,0.172187249
LaunchpadFixedLevel_105,0.1,0.804468085106383,-0.021498603825885525,0.5807341853966754,0.129854614,0.200080579
LaunchpadFixedLevel_106,0.08108108108108109,0.798006072874494,0.04717889280218832,0.8763890363938368,0.094866707,0.112539145
LaunchpadFixedLevel_107,0.078125,0.800453488372093,0.0016683840487548168,0.0026336784224742977,0.105884846,0.133614487
LaunchpadFixedLevel_108,0.10144927536231885,0.7810745614035088,0.028648035839798785,0.7551403414782456,0.150965111,0.213805195
LaunchpadFixedLevel_109,0.11616161616161616,0.7516222222222223,0.025403651087944717,0.5787022510430618,0.116461731,0.128915391
LaunchpadFixedLevel_11,0.1024390243902439,0.7591163793103448,0.006923477722166136,0.08829918597336771,0.079384044,0.123763065
LaunchpadFixedLevel_110,0.08018867924528301,0.8185064935064934,-0.017281734512567974,0.3940689550455636,0.102496102,0.118934204
LaunchpadFixedLevel_111,0.07106598984771574,0.8160829493087558,0.04618491922352986,0.7411608524560629,0.079128757,0.225529995
LaunchpadFixedLevel_112,0.1179245283018868,0.7079573170731708,0.05152778644376235,0.8582246418705901,0.092852436,0.08913323
LaunchpadFixedLevel_113,0.10043668122270742,0.7208115671641792,0.036712706590065404,0.7515814930219286,0.091995221,0.080689621
LaunchpadFixedLevel_114,0.11557788944723618,0.7266739130434782,0.024580085956206567,0.4120431929197565,0.085168117,0.128158315
LaunchpadFixedLevel_115,0.12,0.7133996539792388,0.00895832563514668,0.1359311009392227,0.122756423,0.097240008
LaunchpadFixedLevel_116,0.09777777777777778,0.79241,-0.010835860286112645,0.10905009501638177,0.090577729,0.082566914
LaunchpadFixedLevel_117,0.11,0.7822045454545455,0.002991742617864312,0.008923437797806183,0.088144864,0.221895863
LaunchpadFixedLevel_118,0.05759162303664921,0.8337142857142856,-0.01095433649384794,0.16076818600221277,0.113524256,0.134424809
LaunchpadFixedLevel_119,0.10505836575875487,0.73089590443686,0.01962716363955132,0.30283595148586656,0.116781683,0.168305967
LaunchpadFixedLevel_12,0.14432989690721648,0.7331336405529955,0.01529518194801231,0.29271032584760903,0.094326427,0.132017558
LaunchpadFixedLevel_120,0.16981132075471697,0.6781122448979592,0.007040317720108589,0.03424643166573553,0.112139769,0.178536152
LaunchpadFixedLevel_121,0.13023255813953488,0.7235847107438017,-0.01851598792964631,0.500266574274172,0.107431725,0.116956263
LaunchpadFixedLevel_122,0.08205128205128205,0.7920717592592593,0.013174324086771988,0.16308547415510957,0.142568814,0.131230722
LaunchpadFixedLevel_123,0.11864406779661017,0.7185531135531136,0.042249547995173095,0.877399015847266,0.095090912,0.185171996
LaunchpadFixedLevel_124,0.13402061855670103,0.7010572687224669,-0.032520105585986135,0.5549147381874822,0.104816855,0.132017558
LaunchpadFixedLevel_125,0.13541666666666666,0.7298050458715596,-0.0771225465923018,0.844818713418811,0.035259636,0.100877456
LaunchpadFixedLevel_126,0.1471698113207547,0.7258559322033898,0.008333046627206209,0.11040802592419528,0.139265493,0.09032095
LaunchpadFixedLevel_127,0.12690355329949238,0.6844658119658119,0.028775068746565383,0.6026239640868004,0.099807003,0.129679747
LaunchpadFixedLevel_128,0.10824742268041238,0.7426018099547512,-0.008022087814138306,0.0701483802236673,0.129294519,0.132017558
LaunchpadFixedLevel_129,0.05660377358490566,0.8358441558441557,-0.0315227345046115,0.7375935518356176,0.121783435,0.178536152
LaunchpadFixedLevel_13,0.08080808080808081,0.7626872246696035,0.04286505581493969,0.8582040936763732,0.075303116,0.128915391
LaunchpadFixedLevel_130,0.095,0.7782444444444444,0.0025652410634054348,0.011375599884441279,0.094939612,0.127408415
LaunchpadFixedLevel_131,0.125,0.7094348659003831,-0.007597454125847549,0.05534392090509363,0.094028826,0.111325445
LaunchpadFixedLevel_132,0.12053571428571429,0.7299313725490196,-0.03565658832415312,0.6468628411301212,0.08792801,0.196163111
LaunchpadFixedLevel_133,0.1134020618556701,0.6890367965367965,0.042253118346571625,0.6255104642554845,0.087332809,0.099599913
LaunchpadFixedLevel_134,0.0660377358490566,0.8148101265822786,0.00041914287921626284,0.00018452154239771506,0.073565103,0.08913323
LaunchpadFixedLevel_135,0.11538461538461539,0.7084567901234567,0.016457376010983463,0.17610447638197568,0.097887105,0.121655754
LaunchpadFixedLevel_136,0.058823529411764705,0.8126530612244898,-0.0014802364366818014,0.004561897940983734,0.086021505,0.170443646
LaunchpadFixedLevel_137,0.09859154929577464,0.7270918367346938,0.004659161754689221,0.0356658293594407,0.118023554,0.147936938
LaunchpadFixedLevel_138,0.09345794392523364,0.7178087649402392,0.050116829208612934,0.8567148300597172,0.107925129,0.206217946
LaunchpadFixedLevel_139,0.1065989847715736,0.7180326086956522,0.052631254699393275,0.8131886165635795,0.075682382,0.129679747
LaunchpadFixedLevel_14,0.075,0.7802643171806167,0.043848475951610295,0.8303424335992519,0.067760621,0.127408415
LaunchpadFixedLevel_140,0.08333333333333333,0.7869569288389513,0.05720501651189228,0.9266673503596308,0.042111125,0.022882459
LaunchpadFixedLevel_141,0.09829059829059829,0.7403624535315985,0.016711937741163686,0.27194693086513605,0.101748226,0.078429207
LaunchpadFixedLevel_142,0.08376963350785341,0.766605504587156,0.021120773282282887,0.21687400773327345,0.081585578,0.134424809
LaunchpadFixedLevel_143,0.14432989690721648,0.7122072072072073,-0.02744010701079273,0.4068052988531895,0.111810473,0.196852848
LaunchpadFixedLevel_144,0.11483253588516747,0.7400210084033614,-0.021544849251430482,0.5201520889857832,0.123492994,0.211588141
LaunchpadFixedLevel_145,0.14977973568281938,0.6824337121212121,0.03035922341240741,0.4806489473996125,0.144001687,0.193311425
LaunchpadFixedLevel_146,0.11428571428571428,0.6982459677419355,0.02150703183885178,0.3304528195658393,0.087237873,0.120282664
