Level,density,LeniencyMetric,LevelSlopeMetric,LinearityMetric,Patterndensity,patternvariation
HopperLevel_1,0.5555555555555556,0.6997065727699531,0.0054708561275623475,0.02362147793318808,0.132616487,0.435122538
HopperLevel_10,0.6296296296296297,0.6928669724770643,-0.013331731326049109,0.18158544018315148,0.111111111,0.302210194
HopperLevel_100,0.5873015873015873,0.7419600938967136,-0.0016304470196438867,0.002462393063000664,0.129032258,0.33543828
HopperLevel_1000,0.9523809523809523,0.6280717488789238,-0.007733428897084205,0.07043905672133713,0.086021505,0.202525936
HopperLevel_101,0.4708994708994709,0.703007075471698,-0.017009369806726075,0.1204416050881517,0.114695341,0.33543828
HopperLevel_102,0.4603174603174603,0.7815348837209303,-0.012044202953514797,0.043535509175917565,0.114695341,0.33543828
HopperLevel_103,0.6455026455026455,0.7239880952380953,0.0019488375842720996,0.005568147325252763,0.11827957,0.268982108
HopperLevel_104,0.4708994708994709,0.7690448113207546,-0.014833343548238242,0.10919534154413212,0.086021505,0.268982108
HopperLevel_105,0.5555555555555556,0.7916113744075829,0.0010569117098654561,0.0004021633883229108,0.078853047,0.235754022
HopperLevel_106,0.5132275132275133,0.6997417840375587,-0.01706307947093301,0.21453288592553643,0.139784946,0.302210194
HopperLevel_107,0.8412698412698413,0.7329262672811061,0.015187805788093253,0.16439979139534638,0.103942652,0.302210194
HopperLevel_108,0.5079365079365079,0.7466549295774647,-0.008950420994755397,0.04781329718231981,0.139784946,0.368666366
HopperLevel_109,0.7037037037037037,0.7489928909952607,-0.018202686165700047,0.20880870506105842,0.0609319,0.16929785
HopperLevel_11,0.5873015873015873,0.7419600938967136,-0.01460641380790052,0.12413699049537884,0.0609319,0.235754022
HopperLevel_110,0.5767195767195767,0.6942694063926942,-0.006413042528776184,0.03604556118703745,0.107526882,0.33543828
HopperLevel_111,0.7354497354497355,0.7325704225352112,-0.005533661546197662,0.034785028615032486,0.111111111,0.268982108
HopperLevel_112,0.9206349206349206,0.6395433789954338,0.0015583511456755956,0.0040608984433654575,0.146953405,0.368666366
HopperLevel_113,0.5079365079365079,0.6546198156682028,-0.01118750439098924,0.13872532493918505,0.114695341,0.268982108
HopperLevel_114,0.9153439153439153,0.7091314553990611,0.0011278646998939045,0.0016724325386618028,0.096774194,0.302210194
HopperLevel_115,0.5026455026455027,0.6497429906542057,-0.030192482560204622,0.4438444960137484,0.146953405,0.33543828
HopperLevel_116,0.798941798941799,0.7291471962616822,-0.002782660128481786,0.006170059202335496,0.071684588,0.16929785
HopperLevel_117,0.6666666666666666,0.7335119047619048,-0.01563557563636368,0.2527773438611721,0.129032258,0.368666366
HopperLevel_118,0.5132275132275133,0.7700938967136151,-0.008034284466055688,0.03224720241308914,0.114695341,0.302210194
HopperLevel_119,0.7671957671957672,0.7304418604651164,0.01775920316353196,0.11080936713643659,0.114695341,0.368666366
HopperLevel_12,0.6507936507936508,0.7270949074074075,-0.015558978518422957,0.10258426341221194,0.11827957,0.202525936
HopperLevel_120,0.4074074074074074,0.6805936073059361,-0.0220799729904554,0.1930827374747379,0.093189964,0.268982108
HopperLevel_121,0.6984126984126984,0.6917640186915888,-0.005608294704636947,0.04168461558004883,0.107526882,0.33543828
HopperLevel_122,0.6613756613756614,0.6917990654205608,-0.0010877106685013426,0.0014230490895391255,0.161290323,0.302210194
HopperLevel_123,0.7142857142857143,0.763175355450237,-0.009694063573492022,0.15618536872608893,0.107526882,0.33543828
HopperLevel_124,0.3862433862433862,0.7299644549763034,-0.02434203525161896,0.2438689999962899,0.111111111,0.302210194
HopperLevel_125,0.7354497354497355,0.7011448598130842,-0.0042163760612768265,0.017645637514526653,0.146953405,0.302210194
HopperLevel_126,0.4603174603174603,0.7203899082568808,-0.00830276716070925,0.021825314737683853,0.111111111,0.33543828
HopperLevel_127,0.47619047619047616,0.7477857142857143,-0.008250544067597078,0.025925737149482566,0.071684588,0.235754022
HopperLevel_128,0.7513227513227513,0.7191013824884793,-0.019041144519348727,0.23055718513628837,0.086021505,0.268982108
HopperLevel_129,0.7671957671957672,0.6607093023255814,-0.003507923068401156,0.01808125638486338,0.121863799,0.302210194
HopperLevel_13,0.32275132275132273,0.786872037914692,-0.017847874202810164,0.10647755958687469,0.136200717,0.368666366
HopperLevel_130,0.5185185185185185,0.6622453703703705,-0.017326113755102315,0.40667139054681356,0.11827957,0.268982108
HopperLevel_131,0.36507936507936506,0.7810952380952381,-0.012118514557752107,0.07980274490159758,0.107526882,0.33543828
HopperLevel_132,0.671957671957672,0.6762323943661972,-0.01416577259510279,0.20225169915851993,0.093189964,0.302210194
HopperLevel_133,0.582010582010582,0.7419600938967136,-0.001176760335200381,0.0010738930686569922,0.125448029,0.401894452
HopperLevel_134,0.4656084656084656,0.7278755868544601,-0.03023216735898071,0.31244270048915906,0.078853047,0.16929785
HopperLevel_135,0.582010582010582,0.7467857142857143,-0.010268836386349981,0.05826146766156019,0.103942652,0.235754022
HopperLevel_136,0.8201058201058201,0.6746627906976744,-0.005643496234424499,0.04329538517433793,0.114695341,0.268982108
HopperLevel_137,0.48677248677248675,0.70443661971831,-0.0035549512049250272,0.014738120184164129,0.111111111,0.33543828
HopperLevel_138,0.5079365079365079,0.7091314553990611,-0.02944590306066247,0.6572593370421321,0.107526882,0.268982108
HopperLevel_139,0.4708994708994709,0.7257209302325581,-0.011853682068823724,0.241893104145942,0.121863799,0.302210194
HopperLevel_14,0.6190476190476191,0.6684345794392524,0.001633922755915861,0.0034607473512557243,0.103942652,0.302210194
HopperLevel_140,0.5608465608465608,0.7338200934579439,-0.014430620843775272,0.13863977549338447,0.121863799,0.368666366
HopperLevel_141,0.5978835978835979,0.7011448598130842,-0.011953444925949316,0.12641997620142686,0.103942652,0.302210194
HopperLevel_142,0.7142857142857143,0.6946527777777779,-0.0026427682406752217,0.011830835491039077,0.05734767,0.202525936
HopperLevel_143,0.455026455026455,0.7607394366197183,-0.01746630655685811,0.1390018038590486,0.093189964,0.33543828
HopperLevel_144,0.6137566137566137,0.6900231481481482,-0.003749592956348043,0.009296803144782796,0.082437276,0.235754022
HopperLevel_145,0.8201058201058201,0.6854282407407408,-0.009104971010606701,0.09876149574461691,0.132616487,0.33543828
HopperLevel_146,0.6243386243386243,0.801090047393365,-0.008984043573472341,0.05307196826533621,0.068100358,0.235754022
HopperLevel_147,0.6349206349206349,0.7239523809523809,-0.005715747298201573,0.027429067351839025,0.075268817,0.302210194
HopperLevel_148,0.8201058201058201,0.6361175115207373,-0.0028643638281829003,0.012400145716958482,0.164874552,0.368666366
HopperLevel_149,0.5767195767195767,0.7630000000000001,-0.008791429957446086,0.06420733150648752,0.107526882,0.368666366
HopperLevel_15,0.8465608465608465,0.6834615384615386,-0.002503577603773833,0.007493709545867691,0.100358423,0.302210194
HopperLevel_150,0.6349206349206349,0.6653440366972477,-0.015673923914475415,0.2439166195572474,0.11827957,0.268982108
HopperLevel_151,0.5026455026455027,0.7015284360189574,-0.007850386635640222,0.05485015887502457,0.107526882,0.302210194
HopperLevel_152,0.3386243386243386,0.7906190476190477,0.00657325304700092,0.015673339094068747,0.086021505,0.33543828
HopperLevel_153,0.8624338624338624,0.676099537037037,-0.008119112361423299,0.07315919576392137,0.075268817,0.235754022
HopperLevel_154,0.37566137566137564,0.8156432038834952,-0.002680368444679037,0.0018883993435431117,0.068100358,0.268982108
HopperLevel_155,0.6825396825396826,0.6853819444444446,-0.02004102965664808,0.1303688012526102,0.093189964,0.235754022
HopperLevel_156,0.4603174603174603,0.7418062200956937,-0.038950984997862766,0.4956687085583784,0.075268817,0.202525936
HopperLevel_157,0.8095238095238095,0.7561244019138756,0.0008502200130146132,0.001304409541310511,0.078853047,0.235754022
HopperLevel_158,0.5925925925925926,0.7548032407407407,-0.03989224982049967,0.6113505227946577,0.082437276,0.268982108
HopperLevel_159,0.3439153439153439,0.7291121495327103,-0.019871848499409695,0.31404615125304775,0.075268817,0.33543828
HopperLevel_16,0.8941798941798942,0.6729659090909091,0.006870778594204812,0.035008490786180964,0.082437276,0.302210194
HopperLevel_160,0.7513227513227513,0.642408256880734,-0.011432044293892722,0.08943341555142974,0.107526882,0.302210194
HopperLevel_161,0.8835978835978836,0.7973466981132076,0.0004787318293747836,0.0001812779372250181,0.0609319,0.136069764
HopperLevel_162,0.3968253968253968,0.7726184834123223,-0.020264681489366897,0.17554989332740265,0.114695341,0.235754022
HopperLevel_163,0.5661375661375662,0.713136574074074,-0.016843998712374995,0.16019841938929125,0.111111111,0.268982108
HopperLevel_164,0.5608465608465608,0.7239880952380953,-0.0033389985326692977,0.013785231646965778,0.107526882,0.33543828
HopperLevel_165,0.6137566137566137,0.7098502304147465,-0.0086357564564154,0.0366934828329945,0.082437276,0.302210194
HopperLevel_166,0.43915343915343913,0.7810595238095238,-0.004920612647529383,0.014104124339657121,0.078853047,0.302210194
HopperLevel_167,0.48677248677248675,0.725260663507109,-0.025962118048607232,0.2601062457701474,0.114695341,0.302210194
HopperLevel_168,0.6349206349206349,0.6954166666666667,-0.03143887918412023,0.47774758159471453,0.111111111,0.235754022
HopperLevel_169,0.671957671957672,0.690387323943662,-0.010185223482023045,0.1614729781054276,0.111111111,0.202525936
HopperLevel_17,0.5502645502645502,0.7029716981132076,-0.014206605305767119,0.12886488786167266,0.129032258,0.302210194
HopperLevel_170,0.48677248677248675,0.8424384236453202,0.0008563261522293156,0.00032046519827222235,0.114695341,0.302210194
HopperLevel_171,0.26455026455026454,0.7715714285714286,-0.02385144357812079,0.3124752223671798,0.096774194,0.33543828
HopperLevel_172,0.48148148148148145,0.7104556074766355,-0.011117850636121513,0.17400645842443405,0.089605735,0.235754022
HopperLevel_173,0.8253968253968254,0.6669333333333334,-0.009862862574308873,0.06343589924068739,0.11827957,0.235754022
HopperLevel_174,0.5714285714285714,0.6978488372093024,-0.017075753321833913,0.22402432231954167,0.107526882,0.302210194
HopperLevel_175,0.24338624338624337,0.7359905660377358,-0.00952555495034189,0.04117478841439431,0.096774194,0.33543828
HopperLevel_176,0.4603174603174603,0.808755980861244,-0.014134419510133197,0.08487293189072426,0.05734767,0.202525936
HopperLevel_177,0.5185185185185185,0.7501802884615384,-0.01357294862458836,0.14726260402326788,0.093189964,0.302210194
HopperLevel_178,0.5661375661375662,0.7151285046728971,-0.03229374928554743,0.4189531086254917,0.093189964,0.368666366
HopperLevel_179,0.5873015873015873,0.7571495327102804,-0.015768101818983252,0.19043362707068934,0.071684588,0.202525936
HopperLevel_18,0.6137566137566137,0.7231103286384977,-0.001238572582392973,0.0023748679164587927,0.082437276,0.33543828
HopperLevel_180,0.6031746031746031,0.6622453703703705,-0.010411040924467848,0.08834372274416868,0.068100358,0.235754022
HopperLevel_181,0.5714285714285714,0.787548309178744,-0.02903356503429739,0.4681880506046076,0.071684588,0.268982108
HopperLevel_182,0.3968253968253968,0.7537677725118485,-0.027796515991108862,0.3783107013527306,0.103942652,0.202525936
HopperLevel_183,0.5661375661375662,0.687091121495327,-0.02124071991994579,0.42290884027138514,0.114695341,0.302210194
HopperLevel_184,0.7142857142857143,0.7300355450236966,-0.020528976637691463,0.25575809820801154,0.093189964,0.302210194
HopperLevel_185,0.8835978835978836,0.8097023809523809,0.001258984232560008,0.0010101313868856497,0.114695341,0.33543828
HopperLevel_186,0.6507936507936508,0.6653255813953489,-0.01707543733762814,0.2639181335206174,0.154121864,0.33543828
HopperLevel_187,0.5925925925925926,0.7397093023255814,-0.006455671745263453,0.03343850852052483,0.082437276,0.268982108
HopperLevel_188,0.48677248677248675,0.720521327014218,-0.027005498044438175,0.4956860218257941,0.107526882,0.302210194
HopperLevel_189,0.7248677248677249,0.7560798122065728,-0.024854261218445476,0.24271308129904526,0.089605735,0.202525936
HopperLevel_19,0.35978835978835977,0.7878773584905661,-0.029875467327582592,0.39053915445225096,0.093189964,0.401894452
