Level,density,LeniencyMetric,LevelSlopeMetric,LinearityMetric,Patterndensity,patternvariation
levelGE-0,0.793939394,0.8741258741258742,-0.001144312863218189,0.0019846760368978492,0.086021505,0.235754022
levelGE-1,0.575757576,0.8696195652173913,0.0018910554606072327,0.007652993929852532,0.11827957,0.268982108
levelGE-10,0.660606061,0.8462062937062936,-0.0039688376225359995,0.03860311687078937,0.100358423,0.33543828
levelGE-100,0.430303031,0.7900181159420291,-0.0020412729381890406,0.007278790653671748,0.11827957,0.302210194
levelGE-101,0.551515152,0.8963703703703703,0.00011857370966155949,0.000026786994366859812,0.107526882,0.33543828
levelGE-102,0.503030303,0.8841123188405796,-0.005359033763917389,0.0514693330412217,0.093189964,0.302210194
levelGE-103,0.503030303,0.8797556390977443,0.005247439481398256,0.053171293417034665,0.068100358,0.202525936
levelGE-104,0.557575758,0.8806716417910447,-0.0010114143294142478,0.0015250534450708627,0.121863799,0.33543828
levelGE-105,0.818181819,0.8228014184397163,-0.002609543012328641,0.012770619085153317,0.082437276,0.202525936
levelGE-106,0.781818182,0.8236397058823529,0.0012522252921303909,0.0023254333768110967,0.096774194,0.268982108
levelGE-107,0.460606061,0.924812030075188,-0.0039106213482725935,0.022457696119016192,0.086021505,0.202525936
levelGE-108,0.345454546,0.8613686131386861,-0.0044319155333315575,0.041699296129440795,0.125448029,0.302210194
levelGE-109,0.4,0.8677022058823529,0.0009958920222108807,0.002223597261187653,0.111111111,0.302210194
levelGE-11,0.296969697,0.8947932330827068,0.001496588048003231,0.0035959338792858645,0.078853047,0.202525936
levelGE-110,0.454545455,0.8429642857142857,-0.004454490874617775,0.03729200863816713,0.05734767,0.16929785
levelGE-111,0.648484849,0.9481481481481482,0.0027861014311564305,0.01120969373586951,0.046594982,0.16929785
levelGE-112,0.678787879,0.8905109489051095,0.0008367879768520446,0.0010544459299362497,0.096774194,0.268982108
levelGE-113,0.460606061,0.8677022058823529,0.0017014876701766741,0.006267130603363703,0.096774194,0.235754022
